kolam,vertical_symmetry,horizontal_symmetry,rotation_180
1,0.0027586206896547064,0.0,0.0027586206896547064
2,0.002758620689654707,0.0,0.002758620689654707
3,0.002758620689654707,0.0,0.002758620689654707
4,0.002758620689654707,0.0,0.002758620689654707
5,0.002758620689654707,0.0,0.002758620689654707
6,0.002758620689654707,0.0,0.002758620689654707
7,0.002758620689654706,0.0,0.002758620689654706
8,0.0027586206896547064,0.0,0.0027586206896547064
9,0.002758620689654707,0.0,0.002758620689654707
10,0.002758620689654707,0.0,0.002758620689654707
11,0.002758620689654707,0.0,0.002758620689654707
12,0.0027586206896547064,0.0,0.0027586206896547064
13,0.002758620689654706,0.0,0.002758620689654706
14,0.0027586206896547073,0.0,0.0027586206896547073
15,0.0027586206896547064,0.0,0.0027586206896547064
16,0.0027586206896547064,0.0,0.0027586206896547064
17,0.0027586206896547064,0.0,0.0027586206896547064
18,0.0027586206896547064,0.0,0.0027586206896547064
19,0.002758620689654707,0.0,0.002758620689654707
20,0.0027586206896547073,0.0,0.0027586206896547073
21,0.0027586206896547064,0.0,0.0027586206896547064
22,0.002758620689654706,0.0,0.002758620689654706
23,0.0027586206896547064,0.0,0.0027586206896547064
24,0.0027586206896547073,0.0,0.0027586206896547073
25,0.0027586206896547064,0.0,0.0027586206896547064
26,0.002758620689654706,0.0,0.002758620689654706
27,0.002758620689654707,0.0,0.002758620689654707
28,0.0027586206896547064,0.0,0.0027586206896547064
29,0.0027586206896547064,0.0,0.0027586206896547064
30,0.0027586206896547064,0.0,0.0027586206896547064
31,0.0027586206896547064,0.0,0.0027586206896547064
32,0.0027586206896547073,0.0,0.0027586206896547073
33,0.0027586206896547064,0.0,0.0027586206896547064
34,0.0027586206896547064,0.0,0.0027586206896547064
35,0.0027586206896547064,0.0,0.0027586206896547064
36,0.0027586206896547064,0.0,0.0027586206896547064
37,0.0027586206896547073,0.0,0.0027586206896547073
38,0.0027586206896547064,0.0,0.0027586206896547064
39,0.002758620689654706,0.0,0.002758620689654706
40,0.0027586206896547073,0.0,0.0027586206896547073
